236382,1
32158,2
99632,3
262744,4
153288,5
181272,6
246493,7
261295,8
26179,9
225240,10
270652,11
242645,12
205560,13
33517,14
31179,15
102784,16
249234,17
445,18
258264,19
125047,20
128562,21
115544,22
47577,23
41560,24
191010,25
185347,26
30218,27
104398,28
130002,29
89427,30
52703,31
128270,32
47252,33
104565,34
31700,35
269780,36
16388,37
247363,38
1823,39
258186,40
29975,41
34356,42
76682,43
248163,44
16658,45
27157,46
81086,47
261146,48
20600,49
144935,50
105736,51
162973,52
81662,53
83889,54
246513,55
200468,56
149066,57
258861,58
42705,59
70500,60
158130,61
177252,62
265210,63
169131,64
2449,65
157974,66
1858,67
121565,68
270382,69
97570,70
250630,71
240767,72
126442,73
198391,74
67988,75
82579,76
42193,77
21578,78
15729,79
250119,80
182714,81
12400,82
180309,83
12801,84
26898,85
106093,86
20078,87
271722,88
69513,89
234497,90
83492,91
133955,92
255649,93
267694,94
91010,95
26806,96
256528,97
244217,98
142382,99
183732,100
53120,101
41005,102
154957,103
59496,104
130125,105
196426,106
129456,107
75182,108
139626,109
204580,110
5603,111
194704,112
139273,113
137200,114
158935,115
178375,116
19746,117
209233,118
57918,119
78200,120
57571,121
168799,122
253704,123
164026,124
187680,125
142332,126
144652,127
220279,128
166472,129
234379,130
218511,131
263909,132
78637,133
235265,134
199924,135
96079,136
117636,137
82612,138
70246,139
79206,140
27542,141
62558,142
242676,143
33588,144
13572,145
134866,146
20096,147
154018,148
82574,149
134878,150
246985,151
221881,152
153382,153
253114,154
64068,155
144278,156
142172,157
189825,158
22100,159
181891,160
31609,161
177162,162
135431,163
131868,164
11598,165
150909,166
259273,167
64978,168
141674,169
111748,170
162019,171
13737,172
136798,173
136582,174
78333,175
262151,176
207823,177
124135,178
148625,179
249742,180
181432,181
2672,182
77014,183
95007,184
271979,185
52335,186
143945,187
16155,188
239296,189
43801,190
126995,191
91635,192
174500,193
131758,194
121839,195
215192,196
71780,197
148300,198
125973,199
180893,200
64783,201
267765,202
161309,203
177101,204
26068,205
266918,206
190063,207
143393,208
236872,209
172478,210
73783,211
4327,212
203597,213
176218,214
82138,215
124065,216
110834,217
7300,218
44815,219
77485,220
228076,221
71079,222
117289,223
95976,224
8822,225
173605,226
128469,227
218870,228
37477,229
61981,230
190459,231
98941,232
62569,233
272306,234
96318,235
135227,236
240508,237
238294,238
129998,239
203631,240
10932,241
266992,242
227695,243
99530,244
167739,245
62744,246
104829,247
163803,248
90384,249
171187,250
56049,251
69701,252
46531,253
86598,254
266781,255
244934,256
47180,257
81182,258
173146,259
213998,260
84794,261
196272,262
172468,263
77318,264
97829,265
219257,266
68513,267
201109,268
265864,269
63757,270
175965,271
161165,272
122648,273
153533,274
143130,275
96027,276
153348,277
216039,278
91477,279
137107,280
61894,281
225219,282
179599,283
88122,284
169866,285
52783,286
248054,287
268080,288
111590,289
84357,290
53384,291
84517,292
37524,293
113395,294
201405,295
179296,296
10512,297
257592,298
90290,299
198917,300
89513,301
209516,302
124121,303
193504,304
139550,305
213176,306
210164,307
236713,308
245117,309
253223,310
181487,311
124405,312
90296,313
231490,314
256264,315
251981,316
215409,317
167610,318
127556,319
22337,320
48462,321
64394,322
168295,323
18603,324
149299,325
217430,326
120378,327
249172,328
105434,329
23685,330
27747,331
255247,332
92457,333
7272,334
100073,335
32084,336
28687,337
172652,338
258129,339
11183,340
50681,341
216332,342
207561,343
185285,344
268572,345
138197,346
166386,347
28227,348
268947,349
85232,350
126079,351
101597,352
186612,353
152979,354
154144,355
266117,356
19612,357
182311,358
34969,359
8367,360
147131,361
5314,362
269504,363
238906,364
81157,365
210264,366
169857,367
161935,368
20798,369
258173,370
244026,371
171198,372
258670,373
228434,374
96901,375
269819,376
152456,377
265038,378
248376,379
129123,380
14218,381
90945,382
175822,383
257838,384
176244,385
184330,386
141024,387
207143,388
180118,389
220839,390
58985,391
77930,392
26877,393
23920,394
27706,395
138543,396
216125,397
43354,398
173467,399
120239,400
178794,401
134270,402
19884,403
54049,404
192015,405
229274,406
171629,407
69987,408
100418,409
218305,410
179839,411
115616,412
238748,413
49209,414
258055,415
106529,416
116714,417
16798,418
83508,419
78799,420
83206,421
46660,422
203419,423
929,424
103140,425
157965,426
50649,427
69640,428
149497,429
106833,430
11704,431
135732,432
159971,433
69294,434
174755,435
136295,436
57349,437
207843,438
213553,439
270705,440
87576,441
76419,442
71957,443
256582,444
232952,445
187716,446
98219,447
83110,448
171360,449
94730,450
127606,451
229965,452
58010,453
270555,454
148234,455
43507,456
209895,457
87067,458
163117,459
154819,460
116736,461
271704,462
132531,463
78234,464
172149,465
23108,466
13038,467
261839,468
106642,469
193454,470
139026,471
133275,472
202901,473
259061,474
152966,475
191665,476
104649,477
187486,478
251982,479
105682,480
162590,481
151906,482
232856,483
68989,484
107717,485
113869,486
90151,487
187895,488
54083,489
39746,490
154489,491
253633,492
111020,493
7470,494
174527,495
105840,496
114380,497
198560,498
266036,499
244751,500
165611,501
150873,502
168921,503
191303,504
114612,505
227745,506
136296,507
29792,508
269182,509
54390,510
42674,511
44487,512
30813,513
3972,514
123692,515
205404,516
97759,517
217162,518
245406,519
163529,520
238792,521
127965,522
178418,523
227087,524
38930,525
10478,526
178281,527
8412,528
126732,529
11890,530
179199,531
62546,532
190564,533
74990,534
93085,535
140034,536
259809,537
31370,538
10434,539
182797,540
15674,541
65305,542
73629,543
201075,544
83736,545
3752,546
19631,547
187347,548
133359,549
180297,550
35941,551
233151,552
55921,553
257770,554
76943,555
80269,556
59332,557
2648,558
108470,559
62286,560
266831,561
259424,562
168724,563
126556,564
158625,565
113989,566
142612,567
206860,568
71582,569
38360,570
121904,571
168089,572
244451,573
100670,574
5222,575
232963,576
64423,577
68901,578
110688,579
83553,580
138300,581
84505,582
70991,583
72708,584
159890,585
115446,586
26501,587
48804,588
256640,589
156840,590
266760,591
207905,592
252496,593
263272,594
59349,595
2988,596
161735,597
207228,598
266871,599
21442,600
52059,601
172030,602
203547,603
19978,604
44872,605
33569,606
26621,607
227774,608
16433,609
227639,610
18421,611
40913,612
47940,613
118720,614
215678,615
204930,616
51858,617
76232,618
91064,619
153714,620
263636,621
180664,622
111595,623
263658,624
31973,625
166743,626
184577,627
104566,628
28333,629
9232,630
259438,631
211181,632
33309,633
114343,634
104921,635
220914,636
171381,637
72315,638
151003,639
233434,640
182046,641
70166,642
243584,643
194723,644
230025,645
206521,646
103371,647
236800,648
243541,649
148399,650
229140,651
29823,652
206537,653
153465,654
128581,655
5511,656
199948,657
241625,658
92837,659
151875,660
142575,661
63362,662
118347,663
109377,664
104383,665
19627,666
41774,667
76020,668
164779,669
49605,670
6731,671
210258,672
55244,673
35208,674
245532,675
115449,676
76692,677
262740,678
180883,679
203576,680
110725,681
58880,682
266331,683
216828,684
202681,685
144767,686
60515,687
136473,688
17945,689
95303,690
58459,691
45564,692
6567,693
202016,694
205503,695
66607,696
117537,697
190701,698
213257,699
79448,700
60144,701
219660,702
189021,703
97985,704
130926,705
123819,706
110908,707
105364,708
114498,709
192198,710
12904,711
193999,712
99652,713
146258,714
136721,715
126062,716
260039,717
195554,718
60913,719
12478,720
190138,721
251414,722
174618,723
128347,724
233408,725
198863,726
213103,727
248833,728
150244,729
73622,730
109472,731
35024,732
120072,733
33034,734
167088,735
173628,736
137233,737
11969,738
180368,739
246028,740
29329,741
68829,742
